"","Age","Attrition","BusinessTravel","DailyRate","Department","DistanceFromHome","Education","EducationField","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MaritalStatus","MonthlyIncome","MonthlyRate","NumCompaniesWorked","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager"
"146",30,"No","Travel Rarely",201,"R&D",5,3,"Technical",4,"Female",84,3,1,"Research Scientist",1,"Divorced",3204,10415,5,"No",14,3,4,1,8,3,3,3,2,2,2
"147",30,"No","Travel Rarely",1427,"R&D",2,1,"Medical Sciences",2,"Male",35,2,1,"Laboratory Technician",4,"Single",2720,11162,0,"No",13,3,4,0,6,3,3,5,3,1,2
"148",41,"No","Travel Frequently",857,"R&D",10,3,"Life Sciences",4,"Male",91,2,4,"Manager",1,"Divorced",17181,12888,4,"No",13,3,2,1,21,2,2,7,6,7,7
"149",41,"No","Travel Rarely",933,"R&D",9,4,"Life Sciences",3,"Male",94,3,1,"Laboratory Technician",1,"Married",2238,6961,2,"No",21,4,4,1,7,2,3,5,0,1,4
"150",19,"No","Travel Rarely",1181,"R&D",3,1,"Medical Sciences",2,"Female",79,3,1,"Laboratory Technician",2,"Single",1483,16102,1,"No",14,3,4,0,1,3,3,1,0,0,0
"151",40,"No","Travel Frequently",1395,"R&D",26,3,"Medical Sciences",2,"Female",54,3,2,"Research Scientist",2,"Divorced",5605,8504,1,"No",11,3,1,1,20,2,3,20,7,2,13
"153",53,"No","Travel Rarely",1436,"Sales",6,2,"Marketing",2,"Male",34,3,2,"Sales Representative",3,"Married",2306,16047,2,"Yes",20,4,4,1,13,3,1,7,7,4,5
"154",45,"No","Travel Rarely",194,"R&D",9,3,"Life Sciences",2,"Male",60,3,2,"Laboratory Technician",2,"Divorced",2348,10901,8,"No",18,3,3,1,20,2,1,17,9,0,15
"155",32,"No","Travel Frequently",967,"Sales",8,3,"Marketing",2,"Female",61,3,3,"Sales Executive",4,"Single",8998,15589,1,"No",14,3,4,0,9,2,3,9,7,3,7
"156",29,"No","Non Travel",1496,"R&D",1,1,"Technical",4,"Male",41,3,2,"Manufacturing Director",3,"Married",4319,26283,1,"No",13,3,1,1,10,1,3,10,7,0,9
"157",51,"No","Travel Rarely",1169,"R&D",10,4,"Medical Sciences",2,"Male",34,2,2,"Manufacturing Director",3,"Married",6132,13983,2,"No",17,3,3,0,10,2,3,1,0,0,0
"158",26,"No","Travel Rarely",1145,"R&D",9,3,"Medical Sciences",2,"Female",75,2,1,"Research Scientist",2,"Married",3346,11873,4,"Yes",20,4,2,1,9,3,2,1,0,0,0
"159",40,"No","Travel Rarely",630,"Sales",4,4,"Marketing",3,"Male",67,2,3,"Sales Executive",4,"Married",10855,8552,7,"No",20,3,1,1,15,2,2,12,11,2,11
"160",34,"No","Travel Frequently",303,"Sales",2,4,"Marketing",3,"Female",75,3,1,"Sales Representative",3,"Married",2231,11314,6,"No",18,3,4,1,6,3,3,4,3,1,2
"161",22,"No","Travel Rarely",1256,"R&D",19,1,"Medical Sciences",3,"Male",80,3,1,"Research Scientist",4,"Married",2323,11992,1,"No",24,4,1,2,2,6,3,2,2,2,2
"162",27,"No","Non Travel",691,"R&D",9,3,"Medical Sciences",4,"Male",57,3,1,"Research Scientist",2,"Divorced",2024,5970,6,"No",18,3,4,1,6,1,1,2,2,2,2
"163",28,"No","Travel Rarely",440,"R&D",21,3,"Medical Sciences",3,"Male",42,3,1,"Research Scientist",4,"Married",2713,6672,1,"No",11,3,3,1,5,2,1,5,2,0,2
"164",37,"No","Travel Rarely",334,"R&D",24,2,"Life Sciences",3,"Male",83,4,3,"Healthcare Representative",4,"Divorced",9439,23402,3,"No",16,3,2,1,12,2,1,5,3,1,4
"165",27,"No","Non Travel",561,"R&D",3,3,"Medical Sciences",3,"Male",79,2,1,"Research Scientist",3,"Divorced",2566,25326,1,"Yes",15,3,4,1,1,2,2,1,1,0,1
"166",50,"No","Travel Rarely",1452,"R&D",11,3,"Life Sciences",3,"Female",53,3,5,"Manager",2,"Single",19926,17053,3,"No",15,3,2,0,21,5,3,5,4,4,4
"167",41,"No","Travel Rarely",465,"R&D",14,3,"Life Sciences",1,"Male",56,3,1,"Research Scientist",3,"Divorced",2451,4609,4,"No",12,3,1,1,13,2,3,9,8,1,8
"168",30,"No","Travel Rarely",1339,"Sales",5,3,"Life Sciences",2,"Female",41,3,3,"Sales Executive",4,"Married",9419,8053,2,"No",12,3,3,1,12,2,3,10,9,7,4
"169",38,"No","Travel Rarely",330,"Sales",1,4,"Life Sciences",1,"Female",59,2,2,"Sales Executive",4,"Single",8686,12930,4,"No",22,4,3,0,12,2,4,8,3,0,7
"171",27,"No","Travel Rarely",1157,"R&D",17,3,"Technical",3,"Male",51,3,1,"Research Scientist",2,"Married",3058,13364,0,"Yes",16,3,4,1,6,3,2,5,2,1,1
"172",19,"Yes","Travel Frequently",602,"Sales",1,1,"Technical",3,"Female",100,1,1,"Sales Representative",1,"Single",2325,20989,0,"No",21,4,1,0,1,5,4,0,0,0,0
"173",36,"No","Travel Frequently",1480,"R&D",3,2,"Medical Sciences",4,"Male",30,3,1,"Laboratory Technician",2,"Single",2088,15062,4,"No",12,3,3,0,13,3,2,8,7,7,2
"174",30,"No","Non Travel",111,"R&D",9,3,"Medical Sciences",3,"Male",66,3,2,"Laboratory Technician",1,"Divorced",3072,11012,1,"No",11,3,3,2,12,4,3,12,9,6,10
"175",45,"No","Travel Rarely",1268,"Sales",4,2,"Life Sciences",3,"Female",30,3,2,"Sales Executive",1,"Divorced",5006,6319,4,"Yes",11,3,1,1,9,3,4,5,4,0,3
"176",56,"No","Travel Rarely",713,"R&D",8,3,"Life Sciences",3,"Female",67,3,1,"Research Scientist",1,"Divorced",4257,13939,4,"Yes",18,3,3,1,19,3,3,2,2,2,2
"177",33,"No","Travel Rarely",134,"R&D",2,3,"Life Sciences",3,"Male",90,2,1,"Research Scientist",4,"Single",4617,10515,0,"No",14,3,1,0,4,2,4,3,1,0,2
"178",19,"Yes","Travel Rarely",303,"R&D",2,3,"Life Sciences",2,"Male",47,2,1,"Laboratory Technician",4,"Single",1102,9241,1,"No",22,4,3,0,1,3,2,1,0,1,0
"179",46,"No","Travel Rarely",526,"Sales",1,2,"Marketing",2,"Female",92,3,3,"Sales Executive",1,"Divorced",10453,2137,1,"No",25,4,3,3,24,2,3,24,13,11,7
"180",38,"No","Travel Rarely",1380,"R&D",9,2,"Life Sciences",3,"Female",75,3,1,"Laboratory Technician",4,"Single",2288,6319,1,"No",12,3,3,0,2,3,3,2,2,2,1
"181",31,"No","Travel Rarely",140,"R&D",12,1,"Medical Sciences",3,"Female",95,3,1,"Research Scientist",4,"Married",3929,6984,8,"Yes",23,4,3,1,7,0,3,4,2,0,2
"182",34,"No","Travel Rarely",629,"R&D",27,2,"Medical Sciences",4,"Female",65,3,1,"Research Scientist",2,"Single",2311,5711,2,"No",15,3,4,0,9,3,3,3,2,1,2
"183",41,"Yes","Travel Rarely",1356,"Sales",20,2,"Marketing",2,"Female",41,3,1,"Sales Representative",2,"Single",3140,21728,1,"Yes",22,4,4,0,4,5,2,4,3,0,2
"184",50,"No","Travel Rarely",328,"R&D",1,3,"Medical Sciences",3,"Male",86,2,1,"Laboratory Technician",3,"Married",3690,3425,2,"No",15,3,4,1,5,2,2,3,2,0,2
"185",53,"No","Travel Rarely",1084,"R&D",13,2,"Medical Sciences",4,"Female",57,4,2,"Manufacturing Director",1,"Divorced",4450,26250,1,"No",11,3,3,2,5,3,3,4,2,1,3
"186",33,"No","Travel Rarely",931,"R&D",14,3,"Medical Sciences",4,"Female",72,3,1,"Research Scientist",2,"Married",2756,4673,1,"No",13,3,4,1,8,5,3,8,7,3,6
"187",40,"No","Travel Rarely",989,"R&D",4,1,"Medical Sciences",4,"Female",46,3,5,"Manager",3,"Married",19033,6499,1,"No",14,3,2,1,21,2,3,20,8,9,9
"188",55,"No","Travel Rarely",692,"R&D",14,4,"Medical Sciences",3,"Male",61,4,5,"Research Director",2,"Single",18722,13339,8,"No",15,3,4,0,36,2,3,24,15,2,15
"189",34,"No","Travel Frequently",1069,"R&D",2,1,"Life Sciences",4,"Male",45,2,2,"Manufacturing Director",3,"Married",9547,14074,1,"No",17,3,3,0,10,2,2,10,9,1,9
"190",51,"No","Travel Rarely",313,"R&D",3,3,"Medical Sciences",4,"Female",98,3,4,"Healthcare Representative",2,"Single",13734,7192,3,"No",18,3,3,0,21,6,3,7,7,1,0
"191",52,"No","Travel Rarely",699,"R&D",1,4,"Life Sciences",3,"Male",65,2,5,"Manager",3,"Married",19999,5678,0,"No",14,3,1,1,34,5,3,33,18,11,9
"192",27,"No","Travel Rarely",894,"R&D",9,3,"Medical Sciences",4,"Female",99,3,1,"Research Scientist",2,"Single",2279,11781,1,"No",16,3,4,0,7,2,2,7,7,0,3
"193",35,"Yes","Travel Rarely",556,"R&D",23,2,"Life Sciences",2,"Male",50,2,2,"Manufacturing Director",3,"Married",5916,15497,3,"Yes",13,3,1,0,8,1,3,1,0,0,1
"194",43,"No","Non Travel",1344,"R&D",7,3,"Medical Sciences",4,"Male",37,4,1,"Research Scientist",4,"Divorced",2089,5228,4,"No",14,3,4,3,7,3,4,5,4,2,2
"195",45,"No","Non Travel",1195,"R&D",2,2,"Medical Sciences",1,"Male",65,2,4,"Manager",4,"Married",16792,20462,9,"No",23,4,4,1,22,1,3,20,8,11,8
"196",37,"No","Travel Rarely",290,"R&D",21,3,"Life Sciences",2,"Male",65,4,1,"Research Scientist",1,"Married",3564,22977,1,"Yes",12,3,1,1,8,3,2,8,7,1,7
"197",35,"No","Travel Frequently",138,"R&D",2,3,"Medical Sciences",2,"Female",37,3,2,"Laboratory Technician",2,"Single",4425,15986,5,"No",11,3,4,0,10,5,3,6,2,1,2
"198",42,"No","Non Travel",926,"R&D",21,2,"Medical Sciences",3,"Female",36,3,2,"Manufacturing Director",3,"Divorced",5265,16439,2,"No",16,3,2,1,11,5,3,5,3,0,2
"199",38,"No","Travel Rarely",1261,"R&D",2,4,"Life Sciences",4,"Male",88,3,2,"Manufacturing Director",3,"Married",6553,7259,9,"No",14,3,2,0,14,3,3,1,0,0,0
"200",38,"No","Travel Rarely",1084,"R&D",29,3,"Technical",4,"Male",54,3,2,"Manufacturing Director",4,"Married",6261,4185,3,"No",18,3,1,1,9,3,1,7,7,1,7
"201",27,"No","Travel Frequently",472,"R&D",1,1,"Technical",3,"Male",60,2,2,"Manufacturing Director",1,"Married",4298,9679,5,"No",19,3,3,1,6,1,3,2,2,2,0
"202",29,"No","Non Travel",1002,"R&D",18,4,"Life Sciences",4,"Male",92,3,2,"Manufacturing Director",4,"Divorced",6804,23793,1,"Yes",15,3,1,2,7,0,3,7,7,1,7
"203",34,"No","Travel Frequently",878,"R&D",10,4,"Medical Sciences",4,"Male",43,3,1,"Research Scientist",3,"Divorced",3815,5972,1,"Yes",17,3,4,1,5,4,4,5,3,2,0
"204",40,"No","Travel Rarely",905,"R&D",19,2,"Medical Sciences",3,"Male",99,3,2,"Laboratory Technician",4,"Married",2741,16523,8,"Yes",15,3,3,1,15,2,4,7,2,3,7
"205",38,"Yes","Travel Rarely",1180,"R&D",29,1,"Medical Sciences",2,"Male",70,3,2,"Healthcare Representative",1,"Married",6673,11354,7,"Yes",19,3,2,0,17,2,3,1,0,0,0
"206",29,"Yes","Travel Rarely",121,"Sales",27,3,"Marketing",2,"Female",35,3,3,"Sales Executive",4,"Married",7639,24525,1,"No",22,4,4,3,10,3,2,10,4,1,9
"207",22,"No","Travel Rarely",1136,"R&D",5,3,"Life Sciences",4,"Male",60,4,1,"Research Scientist",2,"Divorced",2328,12392,1,"Yes",16,3,1,1,4,2,2,4,2,2,2
"208",36,"No","Travel Frequently",635,"R&D",18,1,"Medical Sciences",2,"Female",73,3,1,"Laboratory Technician",4,"Single",2153,7703,1,"No",13,3,1,0,8,2,3,8,1,1,7
"209",40,"No","Non Travel",1151,"R&D",9,5,"Life Sciences",4,"Male",63,2,2,"Healthcare Representative",4,"Married",4876,14242,9,"No",14,3,4,1,5,5,1,3,2,0,2
"210",46,"No","Travel Rarely",644,"R&D",10,4,"Medical Sciences",4,"Male",97,3,3,"Healthcare Representative",1,"Divorced",9396,12368,7,"No",16,3,3,1,17,3,3,4,2,0,3
"211",32,"Yes","Travel Rarely",1045,"Sales",4,4,"Medical Sciences",4,"Male",32,1,3,"Sales Executive",4,"Married",10400,25812,1,"No",11,3,3,0,14,2,2,14,8,9,8
"212",30,"No","Non Travel",829,"R&D",1,1,"Life Sciences",3,"Male",88,2,3,"Manufacturing Director",3,"Single",8474,20925,1,"No",22,4,3,0,12,2,3,11,8,5,8
"213",27,"No","Travel Frequently",1242,"Sales",20,3,"Life Sciences",4,"Female",90,3,2,"Sales Executive",3,"Single",9981,12916,1,"No",14,3,4,0,7,2,3,7,7,0,7
"214",51,"No","Travel Rarely",1469,"R&D",8,4,"Life Sciences",2,"Male",81,2,3,"Research Director",2,"Married",12490,15736,5,"No",16,3,4,2,16,5,1,10,9,4,7
"215",30,"Yes","Travel Rarely",1005,"R&D",3,3,"Technical",4,"Female",88,3,1,"Research Scientist",1,"Single",2657,8556,5,"Yes",11,3,3,0,8,5,3,5,2,0,4
"216",41,"No","Travel Rarely",896,"Sales",6,3,"Life Sciences",4,"Female",75,3,3,"Manager",4,"Single",13591,14674,3,"Yes",18,3,3,0,16,3,3,1,0,0,0
"217",30,"Yes","Travel Frequently",334,"Sales",26,4,"Life Sciences",3,"Female",52,2,2,"Sales Executive",1,"Single",6696,22967,5,"No",15,3,3,0,9,5,2,6,3,0,1
"218",29,"Yes","Travel Rarely",992,"R&D",1,3,"Technical",3,"Male",85,3,1,"Research Scientist",3,"Single",2058,19757,0,"No",14,3,4,0,7,1,2,6,2,1,5
"219",45,"No","Non Travel",1052,"Sales",6,3,"Medical Sciences",4,"Female",57,3,3,"Sales Executive",4,"Single",8865,16840,6,"No",12,3,4,0,23,2,3,19,7,12,8
"220",54,"No","Travel Rarely",1147,"Sales",3,3,"Marketing",4,"Female",52,3,2,"Sales Executive",1,"Married",10686,17011,2,"No",14,3,4,1,16,4,3,6,2,0,5
"221",36,"No","Travel Rarely",1396,"R&D",5,2,"Life Sciences",4,"Male",62,3,2,"Laboratory Technician",2,"Single",5914,9945,8,"No",16,3,4,0,16,3,4,13,11,3,7
"222",33,"No","Travel Rarely",147,"R&D",4,4,"Medical Sciences",3,"Female",47,2,1,"Research Scientist",2,"Married",2622,13248,6,"No",21,4,4,0,7,3,3,3,2,1,1
"223",37,"No","Travel Frequently",663,"R&D",11,3,"Other",2,"Male",47,3,3,"Research Director",4,"Divorced",12185,10056,1,"Yes",14,3,3,3,10,1,3,10,8,0,7
"224",38,"No","Travel Rarely",119,"Sales",3,3,"Life Sciences",1,"Male",76,3,3,"Sales Executive",3,"Divorced",10609,9647,0,"No",12,3,3,2,17,6,2,16,10,5,13
"225",31,"No","Non Travel",979,"R&D",1,4,"Medical Sciences",3,"Male",90,4,2,"Manufacturing Director",3,"Married",4345,4381,0,"No",12,3,4,1,6,2,3,5,4,1,4
"226",59,"No","Travel Rarely",142,"R&D",3,3,"Life Sciences",3,"Male",70,2,1,"Research Scientist",4,"Married",2177,8456,3,"No",17,3,1,1,7,6,3,1,0,0,0
"227",37,"No","Travel Frequently",319,"Sales",4,4,"Marketing",1,"Male",41,3,1,"Sales Representative",4,"Divorced",2793,2539,4,"No",17,3,3,1,13,2,3,9,8,5,8
"228",29,"No","Travel Frequently",1413,"Sales",1,1,"Medical Sciences",2,"Female",42,3,3,"Sales Executive",4,"Married",7918,6599,1,"No",14,3,4,1,11,5,3,8,10,4,1
"229",35,"No","Travel Frequently",944,"Sales",1,3,"Marketing",3,"Female",92,3,3,"Sales Executive",3,"Single",8789,9096,1,"No",14,3,1,0,10,3,4,8,7,0,8
"230",29,"Yes","Travel Rarely",896,"R&D",18,3,"Medical Sciences",3,"Male",86,2,1,"Research Scientist",4,"Single",2389,14961,1,"Yes",13,3,3,0,4,3,2,4,3,0,1
"231",52,"No","Travel Rarely",1323,"R&D",2,3,"Life Sciences",3,"Female",89,2,1,"Laboratory Technician",4,"Single",3212,3300,7,"No",15,3,2,0,6,3,2,2,2,2,2
"232",42,"No","Travel Rarely",532,"R&D",4,2,"Technical",3,"Male",58,3,5,"Manager",4,"Married",19232,4933,1,"No",11,3,4,0,22,3,3,22,18,11,15
"233",59,"No","Travel Rarely",818,"HR",6,2,"Medical Sciences",2,"Male",52,3,1,"HR",3,"Married",2267,25657,8,"No",17,3,4,0,7,2,2,2,2,2,2
"234",50,"No","Travel Rarely",854,"Sales",1,4,"Medical Sciences",4,"Female",68,3,5,"Manager",4,"Divorced",19517,24118,3,"No",11,3,3,1,32,3,2,7,0,0,6
"235",39,"Yes","Travel Rarely",813,"R&D",14,3,"Medical Sciences",3,"Male",58,3,1,"Laboratory Technician",4,"Married",2436,22149,5,"Yes",13,3,3,1,8,2,1,5,4,0,4
"236",43,"No","Travel Rarely",1034,"Sales",16,3,"Marketing",4,"Female",80,3,4,"Manager",4,"Married",16064,7744,5,"Yes",11,4,3,1,22,3,3,17,13,1,9
"237",33,"Yes","Travel Rarely",465,"R&D",2,2,"Life Sciences",1,"Female",39,3,1,"Laboratory Technician",1,"Married",2707,21509,7,"No",20,4,1,0,13,3,4,5,7,1,7
"238",52,"No","Non Travel",771,"Sales",2,4,"Life Sciences",1,"Male",79,2,5,"Manager",3,"Single",19068,21030,1,"Yes",18,3,4,0,33,2,4,33,7,15,12
"239",32,"No","Travel Rarely",1401,"Sales",4,2,"Life Sciences",3,"Female",56,3,1,"Sales Representative",2,"Married",3931,20990,2,"No",11,3,1,1,6,5,3,4,3,1,2
"240",32,"Yes","Travel Rarely",515,"R&D",1,3,"Life Sciences",4,"Male",62,3,1,"Laboratory Technician",3,"Single",3730,9571,0,"Yes",14,3,4,0,4,2,1,3,2,1,2
"241",39,"No","Travel Rarely",1431,"R&D",1,4,"Medical Sciences",3,"Female",96,3,1,"Laboratory Technician",3,"Divorced",2232,15417,7,"No",14,3,3,3,7,1,3,3,2,1,2
"242",32,"No","Non Travel",976,"Sales",26,4,"Marketing",3,"Male",100,3,2,"Sales Executive",4,"Married",4465,12069,0,"No",18,3,1,0,4,2,3,3,2,2,2
"243",41,"No","Travel Rarely",1411,"R&D",19,2,"Life Sciences",3,"Male",36,3,2,"Research Scientist",1,"Divorced",3072,19877,2,"No",16,3,1,2,17,2,2,1,0,0,0
"244",40,"No","Travel Rarely",1300,"R&D",24,2,"Technical",1,"Male",62,3,2,"Research Scientist",4,"Divorced",3319,24447,1,"No",17,3,1,2,9,3,3,9,8,4,7
"245",45,"No","Travel Rarely",252,"R&D",1,3,"Other",3,"Male",70,4,5,"Manager",4,"Married",19202,15970,0,"No",11,3,3,1,25,2,3,24,0,1,7
"246",31,"No","Travel Frequently",1327,"R&D",3,4,"Medical Sciences",2,"Male",73,3,3,"Research Director",3,"Divorced",13675,13523,9,"No",12,3,1,1,9,3,3,2,2,2,2
"247",33,"No","Travel Rarely",832,"R&D",5,4,"Life Sciences",3,"Female",63,2,1,"Research Scientist",4,"Married",2911,14776,1,"No",13,3,3,1,2,2,2,2,2,0,2
"248",34,"No","Travel Rarely",470,"R&D",2,4,"Life Sciences",4,"Male",84,2,2,"Manufacturing Director",1,"Married",5957,23687,6,"No",12,3,2,1,13,3,3,11,9,5,9
"249",37,"No","Travel Rarely",1017,"R&D",1,2,"Medical Sciences",3,"Female",83,2,1,"Research Scientist",1,"Married",3920,18697,2,"No",14,3,1,1,8,2,2,3,1,0,2
"250",45,"No","Travel Frequently",1199,"R&D",7,4,"Life Sciences",1,"Male",77,4,2,"Manufacturing Director",3,"Married",6434,5118,4,"No",17,3,4,1,9,1,3,3,2,1,2
"251",37,"Yes","Travel Frequently",504,"R&D",10,3,"Medical Sciences",1,"Male",61,3,3,"Manufacturing Director",3,"Divorced",10048,22573,6,"No",11,3,2,2,17,5,3,1,0,0,0
"252",39,"No","Travel Frequently",505,"R&D",2,4,"Technical",3,"Female",64,3,3,"Healthcare Representative",3,"Single",10938,6420,0,"No",25,4,2,0,20,1,3,19,6,11,7
"253",29,"No","Travel Rarely",665,"R&D",15,3,"Life Sciences",3,"Male",60,3,1,"Research Scientist",4,"Single",2340,22673,1,"No",19,3,1,0,6,1,3,6,5,1,5
"254",42,"No","Travel Rarely",916,"R&D",17,2,"Life Sciences",4,"Female",82,4,2,"Research Scientist",1,"Single",6545,23016,4,"Yes",13,3,3,0,10,1,3,3,2,0,2
"255",29,"No","Travel Rarely",1247,"Sales",20,2,"Marketing",4,"Male",45,3,2,"Sales Executive",4,"Divorced",6931,10732,2,"No",14,3,4,1,10,2,3,3,2,0,2
"256",25,"No","Travel Rarely",685,"R&D",1,3,"Life Sciences",1,"Male",62,3,2,"Manufacturing Director",3,"Married",4898,7505,0,"No",12,3,4,2,5,3,3,4,2,1,2
"257",42,"No","Travel Rarely",269,"R&D",2,3,"Medical Sciences",4,"Female",56,2,1,"Laboratory Technician",1,"Divorced",2593,8007,0,"Yes",11,3,3,1,10,4,3,9,6,7,8
"258",40,"No","Travel Rarely",1416,"R&D",2,2,"Medical Sciences",1,"Male",84,3,5,"Research Director",3,"Divorced",19436,5949,0,"No",19,3,4,1,22,5,3,21,7,3,9
"259",51,"No","Non Travel",833,"R&D",1,3,"Life Sciences",3,"Male",96,3,1,"Research Scientist",4,"Married",2723,23231,1,"No",18,3,2,0,1,0,2,1,0,0,0
"260",31,"Yes","Travel Frequently",307,"R&D",29,2,"Medical Sciences",3,"Male",71,2,1,"Laboratory Technician",2,"Single",3479,11652,0,"No",11,3,2,0,6,2,4,5,4,1,4
"261",27,"No","Travel Frequently",1311,"R&D",7,3,"Life Sciences",2,"Male",100,4,1,"Laboratory Technician",2,"Married",2794,26062,1,"No",20,4,3,0,5,3,1,5,1,0,3
"263",32,"No","Travel Rarely",128,"R&D",2,1,"Technical",4,"Male",84,2,2,"Laboratory Technician",1,"Single",2176,19737,4,"No",13,3,4,0,9,5,3,6,2,0,4
"264",46,"No","Travel Rarely",488,"Sales",2,3,"Technical",3,"Female",75,1,4,"Manager",2,"Married",16872,14977,3,"Yes",12,3,2,1,28,2,2,7,7,7,7
"265",28,"Yes","Travel Rarely",529,"R&D",2,4,"Life Sciences",1,"Male",79,3,1,"Laboratory Technician",3,"Single",3485,14935,2,"No",11,3,3,0,5,5,1,0,0,0,0
"266",29,"No","Travel Rarely",1210,"Sales",2,3,"Medical Sciences",1,"Male",78,2,2,"Sales Executive",2,"Married",6644,3687,2,"No",19,3,2,2,10,2,3,0,0,0,0
"267",31,"No","Travel Rarely",1463,"R&D",23,3,"Medical Sciences",2,"Male",64,2,2,"Healthcare Representative",4,"Married",5582,14408,0,"No",21,4,2,1,10,2,3,9,0,7,8
"268",25,"No","Non Travel",675,"R&D",5,2,"Life Sciences",2,"Male",85,4,2,"Healthcare Representative",1,"Divorced",4000,18384,1,"No",12,3,4,2,6,2,3,6,3,1,5
"269",45,"No","Travel Rarely",1385,"R&D",20,2,"Medical Sciences",3,"Male",79,3,4,"Healthcare Representative",4,"Married",13496,7501,0,"Yes",14,3,2,0,21,2,3,20,7,6,10
"270",36,"No","Travel Rarely",1403,"R&D",6,3,"Life Sciences",4,"Male",47,3,1,"Laboratory Technician",4,"Married",3210,20251,0,"No",11,3,3,1,16,4,3,15,13,10,11
"271",55,"No","Travel Rarely",452,"R&D",1,3,"Medical Sciences",4,"Female",81,3,5,"Manager",1,"Single",19045,18938,0,"Yes",14,3,3,0,37,2,3,36,10,4,13
"272",47,"Yes","Non Travel",666,"R&D",29,4,"Life Sciences",1,"Male",88,3,3,"Manager",2,"Married",11849,10268,1,"Yes",12,3,4,1,10,2,2,10,7,9,9
"273",28,"No","Travel Rarely",1158,"R&D",9,3,"Medical Sciences",4,"Male",94,3,1,"Research Scientist",4,"Married",2070,2613,1,"No",23,4,4,1,5,3,2,5,2,0,4
"274",37,"No","Travel Rarely",228,"Sales",6,4,"Medical Sciences",3,"Male",98,3,2,"Sales Executive",4,"Married",6502,22825,4,"No",14,3,2,1,7,5,4,5,4,0,1
"275",21,"No","Travel Rarely",996,"Sales",3,2,"Medical Sciences",4,"Male",100,2,1,"Sales Representative",3,"Single",3230,10531,1,"No",17,3,1,0,3,4,4,3,2,1,0
"276",37,"No","Non Travel",728,"R&D",1,4,"Medical Sciences",1,"Female",80,3,3,"Research Director",4,"Divorced",13603,11677,2,"Yes",18,3,1,2,15,2,3,5,2,0,2
"277",35,"No","Travel Rarely",1315,"R&D",22,3,"Life Sciences",2,"Female",71,4,3,"Manager",2,"Divorced",11996,19100,7,"No",18,3,2,1,10,6,2,7,7,6,2
"278",38,"No","Travel Rarely",322,"Sales",7,2,"Medical Sciences",1,"Female",44,4,2,"Sales Executive",1,"Divorced",5605,19191,1,"Yes",24,4,3,1,8,3,3,8,0,7,7
"279",26,"No","Travel Frequently",1479,"R&D",1,3,"Life Sciences",3,"Female",84,3,2,"Manufacturing Director",2,"Divorced",6397,26767,1,"No",20,4,1,1,6,6,1,6,5,1,4
"280",50,"No","Travel Rarely",797,"R&D",4,1,"Life Sciences",1,"Male",96,3,5,"Research Director",2,"Divorced",19144,15815,3,"No",14,3,1,2,28,4,2,10,4,1,6
"281",53,"No","Travel Rarely",1070,"R&D",3,4,"Medical Sciences",3,"Male",45,3,4,"Research Director",3,"Married",17584,21016,3,"Yes",16,3,4,3,21,5,2,5,3,1,3
"282",42,"No","Travel Rarely",635,"Sales",1,1,"Life Sciences",2,"Male",99,3,2,"Sales Executive",3,"Married",4907,24532,1,"No",25,4,3,0,20,3,3,20,16,11,6
"283",29,"No","Travel Frequently",442,"Sales",2,2,"Life Sciences",2,"Male",44,3,2,"Sales Executive",4,"Single",4554,20260,1,"No",18,3,1,0,10,3,2,10,7,0,9
"284",55,"No","Travel Rarely",147,"R&D",20,2,"Technical",2,"Male",37,3,2,"Laboratory Technician",4,"Married",5415,15972,3,"Yes",19,3,4,1,12,4,3,10,7,0,8
"285",26,"No","Travel Frequently",496,"R&D",11,2,"Medical Sciences",1,"Male",60,3,2,"Healthcare Representative",1,"Married",4741,22722,1,"Yes",13,3,3,1,5,3,3,5,3,3,3
"286",37,"No","Travel Rarely",1372,"R&D",1,3,"Life Sciences",4,"Male",42,3,1,"Research Scientist",4,"Single",2115,15881,1,"No",12,3,2,0,17,3,3,17,12,5,7
"287",44,"Yes","Travel Frequently",920,"R&D",24,3,"Life Sciences",4,"Male",43,3,1,"Laboratory Technician",3,"Divorced",3161,19920,3,"Yes",22,4,4,1,19,0,1,1,0,0,0
"288",38,"No","Travel Rarely",688,"R&D",23,4,"Life Sciences",4,"Male",82,3,2,"Healthcare Representative",4,"Divorced",5745,18899,9,"No",14,3,2,1,10,2,3,2,2,1,2
"289",26,"Yes","Travel Rarely",1449,"R&D",16,4,"Medical Sciences",1,"Male",45,3,1,"Laboratory Technician",2,"Divorced",2373,14180,2,"Yes",13,3,4,1,5,2,3,3,2,0,2
"290",28,"No","Travel Rarely",1117,"R&D",8,2,"Life Sciences",4,"Female",66,3,1,"Research Scientist",4,"Single",3310,4488,1,"No",21,4,4,0,5,3,3,5,3,0,2
"291",49,"No","Travel Frequently",636,"R&D",10,4,"Life Sciences",3,"Female",35,3,5,"Research Director",1,"Single",18665,25594,9,"Yes",11,3,4,0,22,4,3,3,2,1,2
